Product_Name,Ratings,Reviews,Product_ID,Sentiment_Score,Sentiment
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,camera awesome love much,18,0.8519,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,camera battery performance speaker sound quality totally satisfied motorola company growing good overall good happy motorola,18,0.923,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,awesome product price range,18,0.6249,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,nice performance,18,0.4215,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",3.0,excellent mobile price segment month faced charging issue service center taken week resolving issue,18,0.743,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,camera outstanding performance overall good,18,0.7845,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,received phone hour ago confused review expert user especially update received necessary update phone awesome got amazing deal well far experienced issue mentioned influencers share update day thank,18,0.9081,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,phone good curved little less compare overall good,18,0.7003,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,good phone do not trust flipkart offer,18,0.0511,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,next level performance rounder phone slim stylish look awesome camera design,18,0.6249,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,good phone camera quality good display elegant battery go minute approx lite heat issue mobile charging overall fantastic product,18,0.91,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,battery could betterkeep away heated area otherwise get heated easilyexcept thing quite gooddisplay scintillating part phone price range best one got,18,0.6369,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,writing review one day usage feel motorola done good job phone touch responsive display awesome speaker loud clear charging fast overall found phone good bit sceptical earlier purchase read review heating issue observed heating issue overall found great phone value money,18,0.9601,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,received yesterday till working fine give full review day,18,0.2023,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,camera good macro photography really goodbye phone display back side hot working charging time hour take,18,0.4404,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,cellphone good work motorola perfect best best best,18,0.9648,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,nice mobile gallery case slippery rest everything good premium look hand,18,0.836,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,best mobile price range,18,0.6369,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,nice display nice performance mobile heating charging phone awesome,18,0.8658,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,premium classy product awesome camera clarity good battery life smooth performance clean user interface goat,18,0.936,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,product good go without hesitation delivery much late get phone day order,18,0.5739,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,using phone dayscamera good design performance great enoughgood phone price range,18,0.7906,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,best produce motorola specially display camera quality,18,0.6369,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,nice phone,18,0.4215,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,liked phone much thin light liked girl hot pink look back leather finish took picture camera bit saturated overall picture quite good video quality optical image stabilization much better phone talking battery backup charging used throughout day lasted hour end would say pink variant suitable girl,18,0.8932,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,first time us motorola smartphones go without hesitation every thing mark price segment ignore negative comment,18,-0.6582,Negative
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,best smart phone ,18,0.7845,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,overall good product slightly heating issue camera segment fantastic performance okay day day life task issue design high dynamic range support please fix iphone tested suggest do not take risk display issue pole deliver you want overall good product satisfied,18,0.9675,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,absolutely good mobile hard  gamer did not tested performance apart gaming others performance good camera good battery day display impressive sound mind blowing fit finish good switching flat display curved display initially may feel uncomfortable later used one thing people complaining heating issue do not feel normal heating much consider phone without much thinking look awesome,18,0.9559,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",5.0,good package analysing current smart phone good cameragood user interface nice design picture uploaded,18,0.8834,Positive
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.0,got yesterday far good,18,0.4404,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,awesome phone,19,0.6249,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,really spellbound see improvement motorola best value money phone  segment market thanks motorola amazing phone,19,0.9482,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,excellent phone excellent camera excellent display excellent battery excellent build,19,0.9612,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,quick review detailed review soon  aesthetically decent device awesome display color pretty fast secure digital ram waterproof light weight device support fast charging adapter box thin device minimal been top bottom vegan leather back finish amazing fragrance hit open box amazing con find edit review,19,0.9674,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,product good premium class budget i have motorola user past year little disappointed battery life consumption fast device epic performance love camera performance,19,0.6478,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,good product camera good battery good amazing performance,19,0.91,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,good except heating problem,19,0.0516,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,overall good price segment,19,0.4404,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,amazing camera best quality,19,0.8402,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,everything amazing camera design look feel ux everything great battery little average due bright beautiful display,19,0.9375,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,motorola edge fusion bg sleek everyday powerhouse review you are spot motorola edge fusion bg compelling choice  ram paired snapdragon generation processor fantastic combination especially price segment translates impressive performance everyday task like browsing social medium running productivity apps there lag making joy use daily activity longlasting power caveat  battery big plus initial optimization might required achieve optimal battery life good news optimization expect dependable power last full day single charge  storage king never worry running space massive  storage allows download apps store photo keep video without worrying filling anytime soon capable camera everyday snap camera system might boast every highest feature delivers well everyday use  main sensor capture crisp photo  ultrawide lens great addition capturing expansive scene there dedicated telephone lens booming overall camera setup wellsuited casual photography need stunning visuals hertz pole display true highlight display offer battery smooth experience vibrant color make everything browsing web watching video pleasure premium design hand phone sleek design feel luxurious sure turn head premium look feel rival expensive option clean software experience stock android keep thing simple bloatwarefree you get clean interface latest update directly google beyond observation gaming best snapdragon generation powerful everyday task might struggle demanding game highest setting mobile gaming major priority might want consider phone powerful graphic processor final verdict motorola edge fusion bg excellent choice user seeking powerful smooth experience everyday task boast beautiful display ample storage capable camera longlasting battery optimization premium design clean software phone offer excellent value price segment you are casual gamer prioritize phone everyday use photo entertainment motorola edge fusion bg definitely worth considering,19,0.9985,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,rounder segment,19,0.0,Neutral
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,action speak louder word good design good performance good battery life outstanding  optical zoom camera doubt smartphone art,19,0.8807,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,like phone awesome,19,0.765,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,great phone without hesitation go best display price range lightweight great battery backup charge minute back camera better littlebit disappoint selfie camera,19,0.7812,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,amazing colour photography sharplight weight toogreat deal,19,0.5859,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,motorola edge fusion mindblowing camera short camera main highlight portrait short,19,0.34,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,excellent purchase,19,0.5719,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,reviewing day usage killer phone price range everything perfect motorola edge fusion design look premium display top notch used day battery performance good getting full day normal usage call quality good tested jio  speed around maps sound quality stereo speaker better asked feared heating issue much heating using device camera performance good overall much satisfied purchase thank motorola flipkart design display battery camera performance charging time battery backup,19,0.9169,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,camera awesome love much,19,0.8519,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,camera battery performance speaker sound quality totally satisfied motorola company growing good overall good happy motorola,19,0.923,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,awesome product price range,19,0.6249,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,nice performance,19,0.4215,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",3.0,excellent mobile price segment month faced charging issue service center taken week resolving issue,19,0.743,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,camera outstanding performance overall good,19,0.7845,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,received phone hour ago confused review expert user especially update received necessary update phone awesome got amazing deal well far experienced issue mentioned influencers share update day thank,19,0.9081,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,phone good curved little less compare overall good,19,0.7003,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,good phone do not trust flipkart offer,19,0.0511,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,next level performance rounder phone slim stylish look awesome camera design,19,0.6249,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,good phone camera quality good display elegant battery go minute approx lite heat issue mobile charging overall fantastic product,19,0.91,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,battery could betterkeep away heated area otherwise get heated easilyexcept thing quite gooddisplay scintillating part phone price range best one got,19,0.6369,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,writing review one day usage feel motorola done good job phone touch responsive display awesome speaker loud clear charging fast overall found phone good bit sceptical earlier purchase read review heating issue observed heating issue overall found great phone value money,19,0.9601,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,received yesterday till working fine give full review day,19,0.2023,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,camera good macro photography really goodbye phone display back side hot working charging time hour take,19,0.4404,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,cellphone good work motorola perfect best best best,19,0.9648,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,nice mobile gallery case slippery rest everything good premium look hand,19,0.836,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,best mobile price range,19,0.6369,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,nice display nice performance mobile heating charging phone awesome,19,0.8658,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,premium classy product awesome camera clarity good battery life smooth performance clean user interface goat,19,0.936,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,product good go without hesitation delivery much late get phone day order,19,0.5739,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,using phone dayscamera good design performance great enoughgood phone price range,19,0.7906,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,best produce motorola specially display camera quality,19,0.6369,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,nice phone,19,0.4215,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,liked phone much thin light liked girl hot pink look back leather finish took picture camera bit saturated overall picture quite good video quality optical image stabilization much better phone talking battery backup charging used throughout day lasted hour end would say pink variant suitable girl,19,0.8932,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,first time us motorola smartphones go without hesitation every thing mark price segment ignore negative comment,19,-0.6582,Negative
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,best smart phone ,19,0.7845,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,overall good product slightly heating issue camera segment fantastic performance okay day day life task issue design high dynamic range support please fix iphone tested suggest do not take risk display issue pole deliver you want overall good product satisfied,19,0.9675,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,absolutely good mobile hard  gamer did not tested performance apart gaming others performance good camera good battery day display impressive sound mind blowing fit finish good switching flat display curved display initially may feel uncomfortable later used one thing people complaining heating issue do not feel normal heating much consider phone without much thinking look awesome,19,0.9559,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",5.0,good package analysing current smart phone good cameragood user interface nice design picture uploaded,19,0.8834,Positive
"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",4.0,got yesterday far good,19,0.4404,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,received defective product speaker working flipkart denied return gave motorola service centre responding suggested pls pls buy electronic item flipkart,20,-0.6369,Negative
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,mobile looking awesome camera go buying really good phone,20,0.807,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,wonderful camera,20,0.5719,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,camera good awesome,20,0.7906,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,camera awesome,20,0.6249,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,amazing phone price range,20,0.5859,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,nice phone must buy ignore vivo oppo,20,0.0772,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,value money,20,0.34,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,awesome camera,20,0.6249,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,review day feeling premium hand camera super multimedia consumption super display attractive battery day heavy user lag till sound loud crisp issue charging also quick  downloading speed also good overall good balanced phone thank,20,0.9652,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,mindblowing package beauty stunning display curve immersive bold performance smooth normal day life user camera also excellent expected battery bigger tested yet since got today watt charger take moment load completely go performance check tempered glass availability locality prior buying conceded add buying beauty,20,0.9477,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,nice phone budget phone backside leather super quality tq flipacart camera good quality,20,0.8625,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,great camera decent performanceoverall great phone,20,0.8481,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,super design look nice performance,20,0.7717,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,phone super smooth touch feel pixel user previously working standard camera good heating issue let upcoming day update later used one day,20,0.7783,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,please make sure do not apply uv tempered glass display glue block earpiecenow serviced freenice service motorola,20,0.1779,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,good phone best camera and performance easily best nothing phone segment motorola best heating issue,20,0.9578,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,overall phone great go,20,0.6249,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,recently purchased motorola fusion must say i  quite impressed camera excellent capturing stunning photo great detail vibrant color phone super lightweight making easy carry around without feeling bulky one standout feature quick charging capability save much time keep going throughout day without constantly worrying battery life another big plus absence bloatware mean cleaner smoother user experience  connectivity topnotch providing fast reliable internet speed overall fantastic phone great feature reason i  giving star instead there always room bit improvement highly recommended,20,0.9923,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,fabulous phone camera quality best,20,0.8225,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,slim handy simply super good camera battery could better lag heating issue clean software expensive overall rating mobile,20,0.875,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,honestly speaking cannot expect phone better overall performance price range well balanced phone excels field design hand feel performance battery camera overall phone great value money content purchase one week use found battery heating charging sure normal rest every thing fine,20,0.9583,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,battery drain vastly comparatively overall phone good cameradesign processing everything excellent one issue battery drain vastly even phone use,20,0.765,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,loved product smooth dolly audio next level colour also good performance also great totally worth charging mind blowing design sleek com handy,20,0.92,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,best mobile budget camera ultimate performance also good battery come one day normal usage mobile heat little that is big problem final verdict go without second thought,20,0.7184,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,best camera,20,0.6369,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,camera excellentvery smooth operatelets  one month work,20,0.0,Neutral
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,week usage hour battery backup coming average use display good feeling well touch feel good slim flightless phone cute handy phone camera wonderful option super sound wonderful speed overall performance good totally worthy money battery concern support heavy user charge time per hour,20,0.9841,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,amazing,20,0.5859,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,best rounder phone segment camera like flagship phone display excellent battery good processes casual gaming little bit heating overall rounder phone liked,20,0.9538,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,camera battery display design performance,20,0.0,Neutral
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,first impression great,20,0.7184,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,good mobile phone,20,0.4404,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,best looking smartphone overall performance impressive camera optimization great price range love see motorola improvement every possible thing,20,0.9698,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,super camera segment super display segment battery drain bit faster heating issue charging performance decent never faced issue played heavy game  band fabulous working heating issue major issue alto really nice device you are heavy user looking flagship feature  go,20,0.9281,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,best motorola phone ever made  amazing softer experience good camera display hitting issue turn auto refresh mode warm time suggest take constant refresh rate hour performance good bug and lag,20,0.9231,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,motorola edge fusion amazing indeed,20,0.5859,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,good one,20,0.4404,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,honest review using week display buying phone realm  maximum moved  display  phone  spot difference sharpness quality missed research rest aspect display good camera old phone  rear could see better detail booming clicked picture live  video compared phone phone good processing functionality might bit satisfactory software far good feel battery anywhere apart camera app opening closing time rare battery never charge phone always charge within range help prolong life i  heavy user easily get hour special operation team next charge roughly take minute also did not enable charge boost avoid overheating battery charging department great others did not face calling issue even wireless fidelity calling experience good difficulty finding right case phone ensure safety need use carefully idle drain night hertz rr night hertz rr,20,0.9818,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,camera great,20,0.6249,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,good,20,0.4404,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,motorola edge fusion emerges good product sleek design captivating hertz curved display capable camera ensure impressive photography powered snapdragon generation chipset android based user interface offer smooth performance fast charging add convenience featuresrelly worth moneythanks motorola,20,0.9062,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,super camera self light weight sony camera  gram,20,0.5994,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,good phone normal day day use smooth simple  clean user interface animation beautiful smooth display lightweight decent camera cost good day day performance good battery con slight heating continuous use vibration back panel playing music high volume,20,0.9442,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,camera quality good good processor smooth display i  full impress phone,20,0.8271,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",5.0,good looking feel premium,20,0.4404,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,design mma finish super little warm charging,20,0.6712,Positive
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.0,nice phone,20,0.4215,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,believe negative review amazing phone i have switched iphone i  love already also got iphone plus wife believe much better iphone interns display display display awesome crystal clear  resolution colour punch lively i  using hertz refresh rate smooth better edge edge display really awesome pick one thing phone display camera have not tested camera lot photo coming really well battery heat charging phone changing instantly fast got watt charger along phone go  i  easily getting one day i  mediumheavy user i  getting one day charging easily performance got  ram version lag whatsoever played game see frame drop lag handling high graphic setting like nothing design sleek thin got lavender colour i  love hold feel like kk premium phone overall verdict iphone user past year got bored reluctant switch android iphone amazing i have used pixel month lot issue fingerprint face id recognition using motorola edge  might switch back iphone anytime soon amazing phone get everything compared high end premium phone i  love display definitely consider,21,0.994,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,reviewing day using motorola edge    ram variant display battery camera charging  light weight premiumness flagship feature con lot heating issue charging booking long time scrolling battery drain little quick expected charging speed    phone good per spec provided go hope heating issue resolved future update everything depends usage pp view observation may differ,21,0.7845,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,light weight premium design great camera,21,0.6249,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,using mobile last day overall happy mobile design design eyecatching feel good confident hold hand camera camera set really awesome best segment impressed night photography best camera screen impressive screen eye comfort curved screen give unique look phone battery battery back good one full day keeping internet time especially want talk  charger really charge mobile less time really happy mobile recommend buying,21,0.9928,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,nice camera,21,0.4215,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,super camera love motorola,21,0.8442,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,received motorola edge  yesterday look wise mobile good accessory box although back cover kind useless  charger charging mobile fast advertised motorola performance look great camera great specially front camera color quite realistic i have given star update review week use,21,0.9413,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,good camera fast charging speed battery little bit lower side enough normal user nice design comfortable feel hand good phone,21,0.9213,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,beautiful best well motorola nailed first impression good beautiful phone look gorgeous hand slim bezelless curved display make look ultra premium back phone got velvet finish make scratch proof best battery insane lasted day easily hotspot heavy usage moreover charge completely   charger given  variant performance smooth girlfriend skin camera detail crazy here einstein dogbaby tailblaze cofounder photo setting lowlight detail crazy wireless charging worked pretty smooth car speaker instantly loud clear network reception great mean best phone ever put hand price range phone reviewed kudos team motorola,21,0.9922,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,overall decent product great work motorola team camera display design good one definitely go buying observation charging watt chargerphone get really heated rest fine ask case query,21,0.8948,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,excellent product display awesome battery good camera excellent price,21,0.9371,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,i  giving honest review using day let meat month mentioning con first battery efficient whole long day charge twice per day you normal user use alte network you may use whole working day you heavy user you charge minimum time may time totally depends us need  you get watt fast charging adapter do not worry charge  around actually told what charge take  true take around  noticed heating issue bit do not think con can used phone photography also get heated within minute use do not worry normal you heavy using outside sun temperature area try avoid you use gaming heavy use try sit cool place like ac room at least front af fan heating issue youtube said you arent use tempered glass first day get scratch totally false con battery mark turbo charging good heat phone much official motorola store buy accessory camera take minute enhance photo provided plastic screen guard film come pre installed phone give you full feature  thing display quality brightness awesome camera next level work auto enhancement ram management perfect still found choppy laughs multitasking gaming performance good iphone rating give you freedom use worry free come dolly dual speaker sound quality awesome imp network quality work  network superficial band best handy phone fit size hand come hand people noticed awesome feel design cool,21,0.997,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,phone temperature high using phone first noticed phone heavy heating,21,0.0,Neutral
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,unique design motorola done fabulous job price really justifies specification unique specification  fast charge iphone rating anyone validated camera display  wireless charging hertz display many,21,0.6486,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,phone good flipkart service worse,21,-0.0516,Negative
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,awesome,21,0.6249,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",3.0,issue double back tap option phone work time apart issue performance overall decent phone anyone else issue double back tap quick launch feature,21,0.0,Neutral
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,camera unbearable like buying dslr  processor mark battery backup also good capture million color give aesthetic picture,21,0.6597,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,awesome display and camera battery performance are also good  loved phone,21,0.8979,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,super,21,0.5994,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",3.0,phone get warm sometimes especially  boot got hot also get warm installing app charging drop really fast even playing less cpugpu intensive game even watching kids reduce your battery fast phone heating issue kind of weird get hot sometimes smallest task sometimes will not you use your phone less charge probably stay day less usage possible nowadays given overheating battery optimization issue many reviewer reporting hope fixable software update really annoying none yt reviewer mentioned issue,21,0.5069,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,pointwise review motorola edge  stunning display inch pole display offer vibrant color crisp detail powerful performance snapdragon generation chipset  ram ensures smooth multitasking gaming impressive camera system  main camera along ultrawide telephone lens capture stunning photo battery charging  battery  wired charging provides ally usage quick recharge room improvement video recording stability tactic feedback could better hope motorola fix video recording part software update,21,0.9702,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,camera awesome zoom fantastic   full charge heating issue continuously use mobile remaining battery awesome capacity performance super budget phone charge fast,21,0.9493,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,awesome phone awesome quality picture displayjust buy,21,0.8481,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",4.0,design good battery draining fast heating issue,21,0.4404,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0,overall good phone loved negative point camera bitter camera app video quality,21,0.0772,Positive
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",5.0, front back camera display refresh rate design sound user interface special feature con little heating issue charging offcourse  whether could happen battery normal one day usage awesome price segment,21,0.7783,Positive
